,LeagueCountry,NationalLeagueLevel,InternationalTeam,League,Club,Age,ClubSince,ActiveInternational,FormerInternational,InternationalGames,Trending,Value
6428,Spanien,2.Liga,,LaLiga2,FC Cartagena,33.0,1409.0,0,0,0.0,1,400000.0
6452,Spanien,2.Liga,,LaLiga2,FC Andorra,29.0,1590.0,0,0,0.0,1,400000.0
6453,Spanien,2.Liga,,LaLiga2,FC Andorra,32.0,314.0,0,0,0.0,0,400000.0
6454,Spanien,2.Liga,Spanien U19,LaLiga2,FC Andorra,23.0,312.0,0,1,1.0,1,100000.0
6477,Spanien,2.Liga,Spanien U19,LaLiga2,CD Mirandés,29.0,307.0,0,1,3.0,1,500000.0
6478,Spanien,2.Liga,Slowenien,LaLiga2,CD Mirandés,25.0,103.0,0,1,0.0,0,500000.0
6479,Spanien,2.Liga,,LaLiga2,CD Mirandés,23.0,685.0,0,0,0.0,1,300000.0
6500,Spanien,2.Liga,,LaLiga2,Burgos CF,29.0,308.0,0,0,0.0,1,1000000.0
6501,Spanien,2.Liga,,LaLiga2,Burgos CF,36.0,320.0,0,0,0.0,0,200000.0
6524,Spanien,2.Liga,Iran,LaLiga2,Ponferradina,30.0,678.0,0,0,11.0,1,1500000.0
6525,Spanien,2.Liga,,LaLiga2,Ponferradina,25.0,117.0,0,0,0.0,0,500000.0
6546,Spanien,2.Liga,,LaLiga2,Albacete,23.0,303.0,0,0,0.0,0,800000.0
6547,Spanien,2.Liga,,LaLiga2,Albacete,30.0,1005.0,0,0,0.0,1,600000.0
6569,Spanien,2.Liga,,LaLiga2,Rac. Santander,26.0,685.0,0,0,0.0,1,700000.0
6570,Spanien,2.Liga,Spanien U19,LaLiga2,Rac. Santander,26.0,316.0,0,1,1.0,1,300000.0
6595,Spanien,2.Liga,Brasilien,LaLiga2,UD Ibiza,25.0,320.0,0,1,0.0,1,1000000.0
6596,Spanien,2.Liga,,LaLiga2,UD Ibiza,30.0,1416.0,0,0,0.0,1,300000.0
6618,Spanien,2.Liga,Spanien U21,LaLiga2,CD Lugo,29.0,661.0,0,1,1.0,1,700000.0
6619,Spanien,2.Liga,Costa Rica,LaLiga2,CD Lugo,24.0,317.0,1,0,2.0,1,200000.0
6644,Portugal,1.Liga,Griechenland,Liga Portugal,Benfica,29.0,1781.0,1,0,31.0,0,16000000.0
6645,Portugal,2.Liga,Portugal U21,Liga Sabseg,Benfica B,20.0,685.0,1,0,5.0,1,2000000.0
6646,Portugal,2.Liga,Portugal U19,Liga Sabseg,Benfica B,18.0,136.0,1,0,12.0,1,2000000.0
6668,Portugal,1.Liga,Portugal,Liga Portugal,FC Porto,23.0,1416.0,0,0,11.0,1,45000000.0
6669,Portugal,1.Liga,Portugal,Liga Portugal,FC Porto,31.0,1006.0,0,1,1.0,0,1500000.0
6670,Portugal,1.Liga,,Liga Portugal,FC Porto,29.0,258.0,0,0,0.0,1,1500000.0
6696,Portugal,1.Liga,Spanien U21,Liga Portugal,Sporting,36.0,1000.0,0,1,1.0,0,1500000.0
6697,Portugal,1.Liga,Uruguay U20,Liga Portugal,Sporting,23.0,316.0,0,1,14.0,1,1000000.0
6698,Portugal,1.Liga,,Liga Portugal,Sporting,26.0,320.0,0,0,0.0,1,100000.0
6729,Portugal,1.Liga,,Liga Portugal,SC Braga,31.0,3242.0,0,0,0.0,1,6000000.0
6730,Portugal,Playoff/Relegation,Tschechien U20,3. Liga Aufstiegsrunde,SC Braga B,20.0,685.0,1,0,2.0,1,2000000.0
6731,Portugal,1.Liga,Portugal U20,Liga Portugal,SC Braga,28.0,2877.0,0,1,3.0,0,800000.0
6754,Portugal,1.Liga,Brasilien U20,Liga Portugal,Famalicão,22.0,927.0,0,1,0.0,1,4000000.0
6755,Portugal,1.Liga,Russland U18,Liga Portugal,Famalicão,26.0,998.0,0,1,1.0,0,300000.0
6784,Portugal,1.Liga,Portugal,Liga Portugal,Vit. Guimarães,28.0,1001.0,0,1,0.0,0,4000000.0
6785,Portugal,1.Liga,Portugal,Liga Portugal,Vit. Guimarães,22.0,320.0,1,0,0.0,1,500000.0
6813,Portugal,1.Liga,,Liga Portugal,Gil Vicente,21.0,666.0,0,0,0.0,1,2000000.0
6814,Portugal,1.Liga,Russland,Liga Portugal,Gil Vicente,32.0,320.0,0,1,2.0,0,1500000.0
6815,Portugal,1.Liga,Portugal U16,Liga Portugal,Gil Vicente,23.0,1416.0,0,1,1.0,1,200000.0
6838,Portugal,1.Liga,Brasilien U17,Liga Portugal,Santa Clara,24.0,265.0,0,1,0.0,0,500000.0
6839,Portugal,1.Liga,Portugal U20,Liga Portugal,Santa Clara,28.0,685.0,0,1,0.0,0,200000.0
6840,Portugal,1.Liga,Portugal U19,Liga Portugal,Santa Clara,36.0,2146.0,0,1,1.0,0,200000.0
6841,Portugal,1.Liga,,Liga Portugal,Santa Clara,37.0,125.0,0,0,0.0,0,100000.0
6869,Portugal,1.Liga,Portugal U20,Liga Portugal,Estoril Praia,24.0,1416.0,0,1,1.0,1,1500000.0
6870,Portugal,1.Liga,Portugal U21,Liga Portugal,Estoril Praia,26.0,279.0,0,1,0.0,0,400000.0
6871,Portugal,1.Liga,Portugal U20,Liga Portugal,Estoril Praia,20.0,320.0,0,1,2.0,1,200000.0
6898,Portugal,1.Liga,Brasilien U20,Liga Portugal,Boavista Porto,31.0,301.0,0,1,3.0,0,200000.0
6899,Portugal,1.Liga,,Liga Portugal,Boavista Porto,42.0,1781.0,0,0,0.0,0,100000.0
6900,Portugal,1.Liga,Portugal U21,Liga Portugal,Boavista Porto,22.0,685.0,0,1,1.0,1,100000.0
6926,Portugal,1.Liga,Japan,Liga Portugal,Portimonense,28.0,855.0,0,1,6.0,0,600000.0
6927,Portugal,1.Liga,,Liga Portugal,Portimonense,25.0,128.0,0,0,0.0,1,100000.0
6928,Portugal,Playoff/Relegation,,Revelação U23 - Qualifikationsr.,Portimão U23,21.0,271.0,0,0,0.0,1,100000.0
6958,Portugal,1.Liga,Georgien,Liga Portugal,CS Marítimo,33.0,126.0,0,1,17.0,0,700000.0
6959,Portugal,1.Liga,Tschechien,Liga Portugal,CS Marítimo,24.0,297.0,0,0,0.0,0,700000.0
6960,Portugal,1.Liga,Brasilien U17,Liga Portugal,CS Marítimo,33.0,136.0,0,1,0.0,1,250000.0
6961,Portugal,1.Liga,Portugal U20,Liga Portugal,CS Marítimo,21.0,685.0,0,1,0.0,1,100000.0
6987,Portugal,1.Liga,,Liga Portugal,Casa Pia,25.0,924.0,0,0,0.0,1,200000.0
6988,Portugal,1.Liga,,Liga Portugal,Casa Pia,25.0,680.0,0,0,0.0,1,100000.0
6989,Portugal,1.Liga,Portugal U21,Liga Portugal,Casa Pia,36.0,989.0,0,1,15.0,0,100000.0
7015,Portugal,1.Liga,Slowenien,Liga Portugal,Paços Ferreira,25.0,624.0,0,0,0.0,1,300000.0
7016,Portugal,1.Liga,Portugal U20,Liga Portugal,Paços Ferreira,21.0,685.0,0,1,3.0,1,200000.0
7017,Portugal,1.Liga,Portugal,Liga Portugal,Paços Ferreira,36.0,133.0,0,1,1.0,0,125000.0
7043,Portugal,1.Liga,Uruguay U23,Liga Portugal,FC Arouca,26.0,320.0,1,0,8.0,1,700000.0
7044,Portugal,1.Liga,Brasilien U17,Liga Portugal,FC Arouca,26.0,136.0,0,1,2.0,0,200000.0
7045,Portugal,1.Liga,Portugal U20,Liga Portugal,FC Arouca,23.0,317.0,0,1,2.0,0,100000.0
7070,Portugal,1.Liga,Kroatien U19,Liga Portugal,Vizela,26.0,318.0,0,1,6.0,1,800000.0
7071,Portugal,1.Liga,,Liga Portugal,Vizela,26.0,281.0,0,0,0.0,0,300000.0
7072,Portugal,1.Liga,Guinea-Bissau,Liga Portugal,Vizela,20.0,320.0,1,0,4.0,1,100000.0
7096,Portugal,1.Liga,,Liga Portugal,Rio Ave FC,32.0,320.0,0,0,0.0,0,800000.0
7097,Portugal,Playoff/Relegation,,Revelação U23 - Qualifikationsr.,Rio Ave FC U23,23.0,954.0,0,0,0.0,1,100000.0
7120,Portugal,1.Liga,,Liga Portugal,GD Chaves,34.0,1014.0,0,0,0.0,0,200000.0
7121,Portugal,1.Liga,,Liga Portugal,GD Chaves,27.0,320.0,0,0,0.0,0,200000.0
7122,Portugal,1.Liga,Portugal U19,Liga Portugal,GD Chaves,23.0,272.0,0,1,1.0,1,100000.0
7149,Portugal,2.Liga,,Liga Sabseg,Benfica B,20.0,320.0,0,0,0.0,1,150000.0
7150,Portugal,2.Liga,Japan U21,Liga Sabseg,Benfica B,22.0,1050.0,1,0,0.0,1,125000.0
7179,Portugal,2.Liga,Portugal U21,Liga Sabseg,FC Porto B,21.0,1050.0,0,1,0.0,0,900000.0
7180,Portugal,2.Liga,Portugal U17,Liga Sabseg,FC Porto B,17.0,320.0,1,0,9.0,1,400000.0
7181,Portugal,2.Liga,Kroatien U20,Liga Sabseg,FC Porto B,21.0,471.0,0,1,0.0,0,125000.0
7182,Portugal,2.Liga,Portugal U18,Liga Sabseg,FC Porto B,19.0,685.0,0,1,1.0,0,125000.0
7212,Portugal,2.Liga,,Liga Sabseg,Moreirense FC,28.0,685.0,0,0,0.0,1,600000.0
7213,Portugal,2.Liga,Portugal U20,Liga Sabseg,Moreirense FC,24.0,111.0,0,1,3.0,0,400000.0
7214,Portugal,2.Liga,Portugal U18,Liga Sabseg,Moreirense FC,21.0,258.0,0,1,3.0,1,100000.0
7237,Portugal,2.Liga,Slowenien U21,Liga Sabseg,Académico Viseu,21.0,312.0,0,1,2.0,1,475000.0
7238,Portugal,2.Liga,Portugal U21,Liga Sabseg,Académico Viseu,22.0,320.0,0,1,0.0,0,100000.0
7239,Portugal,2.Liga,Senegal U23,Liga Sabseg,Académico Viseu,25.0,685.0,0,1,0.0,0,75000.0
7240,Portugal,2.Liga,Portugal U20,Liga Sabseg,Académico Viseu,36.0,1573.0,0,1,0.0,0,50000.0
7269,Portugal,2.Liga,Portugal U17,Liga Sabseg,Farense,24.0,1020.0,0,1,0.0,1,425000.0
7270,Portugal,2.Liga,,Liga Sabseg,Farense,26.0,499.0,0,0,0.0,1,100000.0
7271,Portugal,2.Liga,,Liga Sabseg,Farense,39.0,1015.0,0,0,0.0,0,50000.0
7297,Portugal,2.Liga,Mauretanien,Liga Sabseg,CD Tondela,26.0,1365.0,1,0,4.0,0,400000.0
7298,Portugal,2.Liga,,Liga Sabseg,CD Tondela,24.0,639.0,0,0,0.0,1,100000.0
7299,Portugal,2.Liga,Portugal U16,Liga Sabseg,CD Tondela,23.0,1416.0,0,1,0.0,0,75000.0
7323,Portugal,2.Liga,,Liga Sabseg,Mafra,24.0,320.0,0,0,0.0,1,325000.0
7324,Portugal,2.Liga,,Liga Sabseg,Mafra,25.0,679.0,0,0,0.0,1,275000.0
7355,Portugal,2.Liga,,Liga Sabseg,Torreense,30.0,280.0,0,0,0.0,0,100000.0
7356,Portugal,2.Liga,,Liga Sabseg,Torreense,29.0,685.0,0,0,0.0,0,100000.0
7357,Portugal,2.Liga,,Liga Sabseg,Torreense,36.0,320.0,0,0,0.0,0,50000.0
7358,Portugal,2.Liga,,Liga Sabseg,Torreense,22.0,1416.0,0,0,0.0,0,50000.0
7388,Portugal,2.Liga,Portugal U19,Liga Sabseg,Trofense,28.0,300.0,0,1,0.0,1,300000.0
7389,Portugal,2.Liga,Portugal U19,Liga Sabseg,Trofense,23.0,320.0,0,1,1.0,1,175000.0
7413,Portugal,2.Liga,,Liga Sabseg,Oliveirense,33.0,293.0,0,0,0.0,0,200000.0
7414,Portugal,2.Liga,,Liga Sabseg,Oliveirense,25.0,685.0,0,0,0.0,1,175000.0
7415,Portugal,2.Liga,Guinea-Bissau,Liga Sabseg,Oliveirense,28.0,1004.0,0,1,2.0,0,50000.0
7440,Portugal,2.Liga,Portugal U20,Liga Sabseg,Penafiel,26.0,1387.0,0,1,0.0,0,150000.0
7441,Portugal,2.Liga,,Liga Sabseg,Penafiel,32.0,685.0,0,0,0.0,0,125000.0
7442,Portugal,2.Liga,,Liga Sabseg,Penafiel,23.0,685.0,0,0,0.0,0,100000.0
7468,Portugal,2.Liga,,Liga Sabseg,CD Feirense,23.0,677.0,0,0,0.0,1,325000.0
7469,Portugal,2.Liga,,Liga Sabseg,CD Feirense,28.0,1050.0,0,0,0.0,0,150000.0
7470,Portugal,2.Liga,Portugal U20,Liga Sabseg,CD Feirense,24.0,313.0,0,1,1.0,0,125000.0
7492,Portugal,2.Liga,,Liga Sabseg,CF Estrela,32.0,307.0,0,0,0.0,0,175000.0
7493,Portugal,2.Liga,Portugal U16,Liga Sabseg,CF Estrela,22.0,316.0,0,1,0.0,1,75000.0
7494,Portugal,2.Liga,,Liga Sabseg,CF Estrela,25.0,320.0,0,0,0.0,1,75000.0
7495,Portugal,2.Liga,,Liga Sabseg,CF Estrela,38.0,319.0,0,0,0.0,0,50000.0
7521,Portugal,2.Liga,Portugal U21,Liga Sabseg,B SAD,22.0,281.0,1,0,1.0,1,550000.0
7522,Portugal,2.Liga,Kap Verde,Liga Sabseg,B SAD,24.0,320.0,1,0,0.0,1,150000.0
7523,Portugal,2.Liga,Portugal U16,Liga Sabseg,B SAD,24.0,685.0,0,1,0.0,0,125000.0
7546,Portugal,2.Liga,Portugal U21,Liga Sabseg,Vilafranquense,35.0,320.0,0,1,4.0,0,200000.0
7547,Portugal,2.Liga,Portugal U20,Liga Sabseg,Vilafranquense,25.0,320.0,0,1,3.0,0,75000.0
7575,Portugal,2.Liga,,Liga Sabseg,CD Nacional,25.0,1000.0,0,0,0.0,1,200000.0
7576,Portugal,2.Liga,,Liga Sabseg,CD Nacional,23.0,106.0,0,0,0.0,1,150000.0
7577,Portugal,2.Liga,,Liga Sabseg,CD Nacional,27.0,320.0,0,0,0.0,0,75000.0
7602,Portugal,2.Liga,Frankreich U20,Liga Sabseg,Leixões,29.0,685.0,0,1,3.0,0,375000.0
7603,Portugal,2.Liga,Serbien U21,Liga Sabseg,Leixões,35.0,1411.0,0,1,2.0,0,50000.0
7604,Portugal,2.Liga,,Liga Sabseg,Leixões,34.0,318.0,0,0,0.0,0,25000.0
7629,Portugal,2.Liga,,Liga Sabseg,SC Covilhã,26.0,1781.0,0,0,0.0,1,250000.0
7630,Portugal,2.Liga,,Liga Sabseg,SC Covilhã,30.0,320.0,0,0,0.0,0,100000.0
7631,Portugal,2.Liga,Portugal U20,Liga Sabseg,SC Covilhã,36.0,6164.0,0,1,3.0,0,25000.0
7655,England,1.Liga,Brasilien,Premier League,Manchester City,29.0,2146.0,1,0,19.0,0,45000000.0
7656,England,1.Liga,Deutschland U19,Premier League,Manchester City,30.0,320.0,0,1,0.0,1,6000000.0
7657,England,1.Liga,England,Premier League,Manchester City,37.0,666.0,0,1,4.0,0,250000.0
7679,England,1.Liga,Senegal,Premier League,FC Chelsea,31.0,965.0,0,0,29.0,0,18000000.0
7680,England,1.Liga,Spanien,Premier League,FC Chelsea,28.0,1743.0,1,0,13.0,0,15000000.0
7681,England,1.Liga,USA U20,Premier League,FC Chelsea,19.0,288.0,1,0,5.0,1,8000000.0
7682,England,1.Liga,England,Premier League,FC Chelsea,30.0,658.0,0,1,0.0,0,2000000.0
7711,England,1.Liga,England,Premier League,FC Arsenal,25.0,635.0,1,0,3.0,1,38000000.0
7712,England,1.Liga,USA,Premier League,FC Arsenal,28.0,320.0,0,0,25.0,1,5000000.0
7734,England,1.Liga,Brasilien,Premier League,Liverpool,30.0,1763.0,0,0,61.0,0,45000000.0
7735,England,1.Liga,Irland,Premier League,Liverpool,24.0,1416.0,1,0,10.0,1,8000000.0
7736,England,1.Liga,Spanien,Premier League,Liverpool,36.0,1381.0,0,1,0.0,0,1000000.0
7764,England,1.Liga,Spanien,Premier League,Manchester Utd.,32.0,4338.0,0,1,45.0,0,15000000.0
7765,England,1.Liga,England,Premier League,Manchester Utd.,30.0,131.0,0,1,9.0,0,1500000.0
7766,England,1.Liga,England,Premier League,Manchester Utd.,37.0,684.0,0,1,3.0,0,600000.0
7796,England,1.Liga,Frankreich,Premier League,Tottenham,36.0,3911.0,0,1,145.0,0,4000000.0
7797,England,1.Liga,England,Premier League,Tottenham,35.0,320.0,1,0,6.0,0,1500000.0
7798,England,1.Liga,England U19,Premier League,Tottenham,24.0,1416.0,0,1,1.0,0,500000.0
7799,England,1.Liga,England U21,Premier League,Tottenham,24.0,654.0,0,1,0.0,1,300000.0
7821,England,1.Liga,England,Premier League,Newcastle Utd.,31.0,320.0,0,0,10.0,1,18000000.0
7822,England,1.Liga,Slowakei,Premier League,Newcastle Utd.,34.0,1781.0,1,0,34.0,0,2500000.0
7823,England,1.Liga,Deutschland U21,Premier League,Newcastle Utd.,29.0,247.0,0,1,1.0,0,1500000.0
7824,England,1.Liga,,Premier League,Newcastle Utd.,31.0,1048.0,0,0,0.0,0,300000.0
7850,England,1.Liga,Frankreich,Premier League,West Ham Utd.,30.0,320.0,1,0,5.0,0,8000000.0
7851,England,1.Liga,Polen,Premier League,West Ham Utd.,38.0,1781.0,0,1,57.0,0,1000000.0
7872,England,1.Liga,Wales,Premier League,Leicester City,29.0,1762.0,1,0,30.0,0,8000000.0
7873,England,1.Liga,Dänemark,Premier League,Leicester City,25.0,1050.0,0,0,0.0,1,2000000.0
7874,England,1.Liga,England U21,Premier League,Leicester City,33.0,278.0,0,1,0.0,0,600000.0
7899,England,1.Liga,Argentinien,Premier League,Aston Villa,30.0,973.0,1,0,28.0,0,28000000.0
7900,England,1.Liga,Schweden,Premier League,Aston Villa,33.0,320.0,1,0,65.0,0,2000000.0
7901,England,1.Liga,England U19,Premier League,Aston Villa,30.0,3607.0,0,1,2.0,0,600000.0
7902,England,1.Liga,Finnland,Premier League,Aston Villa,21.0,320.0,1,0,1.0,1,400000.0
7922,England,1.Liga,Portugal,Premier League,Wolverhampton,30.0,671.0,1,0,0.0,1,18000000.0
7923,England,1.Liga,,Premier League,Wolverhampton,29.0,112.0,0,0,0.0,0,1800000.0
7924,England,1.Liga,England U20,Premier League,Wolverhampton,21.0,685.0,0,1,0.0,1,200000.0
7950,England,1.Liga,Irland,Premier League,Southampton,21.0,320.0,1,0,13.0,1,18000000.0
7951,England,1.Liga,England,Premier League,Southampton,33.0,2480.0,0,1,1.0,0,2000000.0
7952,England,1.Liga,Argentinien,Premier League,Southampton,41.0,527.0,0,1,5.0,0,200000.0
7980,England,1.Liga,Spanien,Premier League,Brighton,25.0,1050.0,1,0,2.0,1,32000000.0
7981,England,1.Liga,England U21,Premier League,Brighton,32.0,1781.0,0,1,7.0,0,1000000.0
7982,England,1.Liga,Kanada,Premier League,Brighton,23.0,292.0,1,0,0.0,1,200000.0
8005,England,1.Liga,England,Premier League,FC Everton,29.0,2146.0,1,0,52.0,0,25000000.0
8006,England,1.Liga,Bosnien,Premier League,FC Everton,35.0,666.0,0,1,63.0,0,1000000.0
8007,England,1.Liga,England U21,Premier League,FC Everton,39.0,635.0,0,1,0.0,0,200000.0
8030,England,1.Liga,England,Premier League,Nottm Forest,26.0,319.0,0,0,1.0,1,22000000.0
8031,England,1.Liga,Costa Rica,Premier League,Nottm Forest,36.0,106.0,0,0,110.0,0,5000000.0
8032,England,1.Liga,Wales,Premier League,Nottm Forest,36.0,306.0,0,0,109.0,0,500000.0
8065,England,1.Liga,Spanien,Premier League,FC Brentford,27.0,1411.0,1,0,2.0,1,25000000.0
8066,England,1.Liga,Albanien,Premier League,FC Brentford,28.0,307.0,1,0,22.0,0,4000000.0
8067,England,1.Liga,England U20,Premier League,FC Brentford,20.0,320.0,1,0,2.0,1,500000.0
8090,England,1.Liga,Frankreich U21,Premier League,Leeds United,23.0,1024.0,1,0,9.0,1,22000000.0
8091,England,1.Liga,Norwegen U21,Premier League,Leeds United,22.0,655.0,1,0,18.0,1,2000000.0
8092,England,1.Liga,Spanien U23,Premier League,Leeds United,32.0,281.0,0,1,1.0,0,1200000.0
8114,England,1.Liga,England,Premier League,Crystal Palace,30.0,320.0,0,1,3.0,0,4000000.0
8115,England,1.Liga,,Premier League,Crystal Palace,36.0,1781.0,0,0,0.0,0,1500000.0
8116,England,1.Liga,England U19,Premier League,Crystal Palace,19.0,126.0,1,0,0.0,1,250000.0
8139,England,1.Liga,Deutschland,Premier League,FC Fulham,31.0,288.0,1,0,9.0,0,10000000.0
8140,England,1.Liga,Slowakei,Premier League,FC Fulham,26.0,1416.0,1,0,19.0,0,3500000.0
8163,England,1.Liga,Brasilien,Premier League,Bournemouth,33.0,283.0,0,1,1.0,0,2500000.0
8164,England,1.Liga,Irland,Premier League,Bournemouth,23.0,1050.0,1,0,3.0,0,2000000.0
8165,England,1.Liga,Irland,Premier League,Bournemouth,36.0,111.0,0,1,50.0,0,500000.0
8190,England,2.Liga,Kosovo,Championship,FC Burnley,24.0,299.0,1,0,28.0,1,6000000.0
8191,England,2.Liga,Nordirland,Championship,FC Burnley,26.0,1384.0,1,0,25.0,0,900000.0
8192,England,2.Liga,Italien U20,Championship,FC Burnley,20.0,264.0,0,1,1.0,1,250000.0
8216,England,2.Liga,Österreich,Championship,FC Watford,28.0,2146.0,0,1,13.0,0,2500000.0
8217,England,2.Liga,Nigeria,Championship,FC Watford,23.0,501.0,1,0,16.0,0,2500000.0
8218,England,2.Liga,,Championship,FC Watford,35.0,302.0,0,0,0.0,0,250000.0
8246,England,2.Liga,England U19,Championship,Sheff Utd,32.0,1024.0,0,1,3.0,1,700000.0
8247,England,2.Liga,Wales,Championship,Sheff Utd,30.0,477.0,1,0,4.0,0,500000.0
8273,England,2.Liga,Schottland,Championship,Norwich City,27.0,685.0,1,0,2.0,0,3000000.0
8274,England,2.Liga,Niederlande,Championship,Norwich City,35.0,1758.0,0,1,15.0,0,1000000.0
8275,England,2.Liga,Nordirland,Championship,Norwich City,38.0,2493.0,0,1,33.0,0,200000.0
8298,England,2.Liga,USA,Championship,Middlesbrough,28.0,302.0,0,0,29.0,0,4500000.0
8299,England,2.Liga,,Championship,Middlesbrough,28.0,320.0,0,0,0.0,1,300000.0
8300,England,2.Liga,England U19,Championship,Middlesbrough,35.0,646.0,0,1,2.0,0,250000.0
8323,England,2.Liga,Belgien,Championship,Blackburn,30.0,994.0,1,0,0.0,0,2500000.0
8324,England,2.Liga,England U20,Championship,Blackburn,25.0,943.0,0,1,0.0,0,500000.0
8325,England,2.Liga,,Championship,Blackburn,23.0,320.0,0,0,0.0,1,150000.0
8351,England,2.Liga,England U16,Championship,West Brom,26.0,2146.0,0,1,4.0,1,500000.0
8352,England,2.Liga,England U20,Championship,West Brom,34.0,984.0,0,1,1.0,0,350000.0
8375,England,2.Liga,England U21,Championship,AFC Sunderland,23.0,685.0,1,0,0.0,1,2800000.0
8376,England,2.Liga,,Championship,AFC Sunderland,25.0,295.0,0,0,0.0,1,200000.0
8401,England,2.Liga,,Championship,Hull City,32.0,106.0,0,0,0.0,0,1200000.0
8402,England,2.Liga,,Championship,Hull City,29.0,1416.0,0,0,0.0,1,1000000.0
8403,England,2.Liga,,Championship,Hull City,24.0,685.0,0,0,0.0,1,600000.0
8404,England,2.Liga,Frankreich U20,Championship,Hull City,20.0,281.0,1,0,1.0,0,600000.0
8429,England,2.Liga,England U21,Championship,Preston NE,26.0,320.0,0,1,6.0,0,6000000.0
8430,England,2.Liga,Wales,Championship,Preston NE,32.0,320.0,0,1,0.0,0,250000.0
8453,England,2.Liga,Montenegro,Championship,Stoke City,25.0,112.0,1,0,6.0,1,2000000.0
8454,England,2.Liga,Irland U17,Championship,Stoke City,29.0,685.0,0,1,5.0,1,500000.0
8455,England,2.Liga,England,Championship,Stoke City,35.0,532.0,0,1,0.0,0,250000.0
8456,England,2.Liga,Kamerun,Championship,Stoke City,21.0,1050.0,0,1,0.0,1,150000.0
8477,England,2.Liga,Senegal,Championship,QPR,28.0,2455.0,1,0,4.0,1,1500000.0
8478,England,2.Liga,Schottland,Championship,QPR,30.0,679.0,0,1,1.0,0,250000.0
8479,England,2.Liga,,Championship,QPR,21.0,839.0,0,0,0.0,1,100000.0
8503,England,2.Liga,Philippinen,Championship,Birmingham City,33.0,978.0,1,0,68.0,0,600000.0
8504,England,2.Liga,England,Championship,Birmingham City,36.0,307.0,0,1,1.0,0,300000.0
8529,England,2.Liga,,Championship,Swansea City,25.0,491.0,0,0,0.0,0,500000.0
8530,England,2.Liga,,Championship,Swansea City,24.0,1781.0,0,0,0.0,1,400000.0
8531,England,2.Liga,Dänemark U19,Championship,Swansea City,22.0,89.0,0,1,1.0,1,300000.0
8551,England,2.Liga,,Championship,Cardiff City,30.0,320.0,0,0,0.0,1,900000.0
8552,England,2.Liga,England U20,Championship,Cardiff City,29.0,320.0,0,1,0.0,0,400000.0
8579,England,2.Liga,England U21,Championship,FC Millwall,29.0,685.0,0,1,0.0,0,600000.0
8580,England,2.Liga,Polen,Championship,FC Millwall,35.0,1206.0,0,1,1.0,0,250000.0
8581,England,2.Liga,,Championship,FC Millwall,27.0,286.0,0,0,0.0,0,200000.0
8582,England,2.Liga,England U18,Championship,FC Millwall,24.0,320.0,0,1,2.0,1,150000.0
8604,England,2.Liga,,Championship,Coventry City,30.0,1416.0,0,0,0.0,1,500000.0
8605,England,2.Liga,,Championship,Coventry City,32.0,683.0,0,0,0.0,0,300000.0
8629,England,2.Liga,USA,Championship,Luton Town,27.0,319.0,0,0,8.0,0,1000000.0
8630,England,2.Liga,,Championship,Luton Town,25.0,107.0,0,0,0.0,0,400000.0
8631,England,2.Liga,,Championship,Luton Town,31.0,2144.0,0,0,0.0,0,250000.0
8656,England,2.Liga,,Championship,FC Reading,28.0,320.0,0,0,0.0,1,1000000.0
8657,England,2.Liga,Australien U23,Championship,FC Reading,32.0,320.0,0,1,3.0,0,250000.0
8683,England,2.Liga,,Championship,FC Blackpool,25.0,685.0,0,0,0.0,0,600000.0
8684,England,2.Liga,Wales,Championship,FC Blackpool,32.0,1209.0,0,1,0.0,0,300000.0
8685,England,2.Liga,,Championship,FC Blackpool,28.0,810.0,0,0,0.0,1,100000.0
8713,England,2.Liga,Irland,Championship,Bristol City,26.0,2877.0,0,0,0.0,1,800000.0
8735,England,2.Liga,Tschechien,Championship,Huddersfield,34.0,106.0,1,0,53.0,0,2500000.0
8736,England,2.Liga,England U20,Championship,Huddersfield,30.0,685.0,0,1,0.0,1,900000.0
8737,England,2.Liga,,Championship,Huddersfield,28.0,106.0,0,0,0.0,1,300000.0
8738,England,2.Liga,Australien U23,Championship,Huddersfield,20.0,685.0,1,0,0.0,1,200000.0
8768,England,2.Liga,Schweden,Championship,Rotherham,24.0,987.0,1,0,0.0,1,2000000.0
8769,England,2.Liga,,Championship,Rotherham,27.0,922.0,0,0,0.0,0,300000.0
8770,England,2.Liga,Schottland U17,Championship,Rotherham,21.0,257.0,0,1,0.0,1,100000.0
8795,England,2.Liga,England U21,Championship,Wigan Athletic,33.0,685.0,0,1,3.0,0,350000.0
8796,England,2.Liga,,Championship,Wigan Athletic,34.0,2109.0,0,0,0.0,0,150000.0
8822,England,3.Liga,England U21,League One,Bolton,20.0,489.0,1,0,2.0,1,2500000.0
8823,England,3.Liga,England C,League One,Bolton,29.0,685.0,0,1,0.0,0,200000.0
8847,England,3.Liga,England U21,League One,Derby County,27.0,319.0,0,1,0.0,1,300000.0
8848,England,3.Liga,England U17,League One,Derby County,27.0,108.0,0,1,1.0,1,200000.0
8849,England,3.Liga,England,League One,Derby County,34.0,308.0,0,1,0.0,0,100000.0
8870,England,3.Liga,,League One,Peterborough,29.0,131.0,0,0,0.0,0,350000.0
8871,England,3.Liga,,League One,Peterborough,21.0,1013.0,0,0,0.0,1,150000.0
8893,England,3.Liga,England U21,League One,Ipswich Town,27.0,483.0,0,1,1.0,1,1000000.0
