league_country,scraping_time,link,no,name,league,club,age,height,nationality,position,foot,consultancy,supplier,club_since,contract_until,international,former_international,international_games,international_goals,market_value,market_value_currency,market_value_latest_correction,highest_market_value,highest_market_value_date,starting_eleven_quote,minutes_quote,penalty_saves_quote,goal_participation_quote,instagram,injury,goals_conceded,clean_sheets,games,points_per_game,goals,assists,own_goals,ins,outs,yellow_cards,yellow_red_cards,red_cards,penalty_goals,minutes_per_goal,minutes
Polen,20230421103118,https://www.transfermarkt.ch/mateusz-kempski/profil/spieler/913676,18,Mateusz Kempski,Ekstraklasa,Widzew Lodz,1.Liga,20,"1,92 m",Polen,Mittelstürmer,beidfüßig,FPLTD,,29.09.2022,30.06.2024,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,16.11.2022,0,0,,0,,,,,1,"1,00",-,-,-,1,-,-,-,-,-,-,-
Polen,20230421103141,https://www.transfermarkt.ch/adrian-lis/profil/spieler/131321,1,Adrian Lis,Ekstraklasa,Warta Posen,1.Liga,30,"1,92 m",Polen,Torwart,rechts,Fabryka Futbolu,,01.07.2017,30.06.2023,,Polen U20,0,0,550 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,550 Tsd. €,30.03.2023,86,85,100,,,,23,9,24,"1,38",-,,-,-,1,1,-,-,,,2.130'
Polen,20230421103155,https://www.transfermarkt.ch/jedrzej-grobelny/profil/spieler/531538,33,Jedrzej Grobelny,Ekstraklasa,Warta Posen,1.Liga,21,"1,90 m",Polen,Torwart,,F-MG.COM,,01.07.2021,30.06.2024,,Polen U19,2,0,300 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,300 Tsd. €,16.11.2022,14,15,0,,,,3,3,5,"2,20",-,,-,1,-,-,-,-,,,390'
Polen,20230421103211,https://www.transfermarkt.ch/patryk-prange/profil/spieler/566400,,Patryk Prange,Ekstraklasa,Warta Posen,1.Liga,20,"1,87 m",Polen,Torwart,,,,19.07.2021,30.06.2024,,Polen U16,0,0,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,15.10.2021,,,,,,,,,,,,,,,,,,,,,
Polen,20230421103232,https://www.transfermarkt.ch/dimitrios-stavropoulos/profil/spieler/402970,54,Dimitrios Stavropoulos,Ekstraklasa,Warta Posen,1.Liga,25,"1,91 m",Griechenland,Innenverteidiger,rechts,TOP Agency,,05.07.2022,30.06.2024,,,,,800 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,800 Tsd. €,29.12.2021,86,89,,6,,,,,27,"1,41",2,-,-,3,3,7,-,-,-,1.120',2.239'
Polen,20230421103255,https://www.transfermarkt.ch/robert-ivanov/profil/spieler/373876,4,Robert Ivanov,Ekstraklasa,Warta Posen,1.Liga,28,"1,97 m",Finnland,Innenverteidiger,rechts,Football Promotions (Scotland) Ltd.,,01.09.2020,30.06.2023,Finnland,,20,0,750 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,750 Tsd. €,30.03.2023,100,98,,3,,,,,28,"1,46",1,-,2,-,2,2,-,-,-,2.462',2.462'
Polen,20230421103309,https://www.transfermarkt.ch/dawid-szymonowicz/profil/spieler/242846,44,Dawid Szymonowicz,Ekstraklasa,Warta Posen,1.Liga,27,"1,85 m",Polen,Innenverteidiger,rechts,11-Football Players,,20.10.2021,30.06.2024,,Polen U20,4,0,700 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,700 Tsd. €,30.03.2023,100,100,,3,,,,,28,"1,46",1,-,-,-,-,3,-,-,-,2.520',2.520'
Polen,20230421103325,https://www.transfermarkt.ch/kamil-koscielny/profil/spieler/281332,14,Kamil Koscielny,Ekstraklasa,Warta Posen,1.Liga,31,"1,85 m",Polen,Innenverteidiger,rechts,FBG,,01.07.2022,30.06.2024,,,,,200 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,250 Tsd. €,27.08.2020,21,27,,0,,,,,15,"1,87",-,-,-,9,2,2,-,-,-,-,673'
Polen,20230421103347,https://www.transfermarkt.ch/wiktor-plesnierowicz/profil/spieler/407089,34,Wiktor Plesnierowicz,Ekstraklasa,Warta Posen,1.Liga,22,"1,86 m",Polen,Innenverteidiger,,MVP United,,01.07.2021,30.06.2024,,Polen U21,1,0,100 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,200 Tsd. €,29.06.2019,7,8,,0,,,,,11,"2,00",-,-,-,9,2,4,-,-,-,-,186'
Polen,20230421103404,https://www.transfermarkt.ch/bartosz-kieliba/profil/spieler/266234,5,Bartosz Kieliba,Ekstraklasa,Warta Posen,1.Liga,32,"1,88 m",Polen,Innenverteidiger,rechts,11-Football Players,,01.01.2016,30.06.2023,,,,,50 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,350 Tsd. €,21.05.2021,0,0,,0,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Polen,20230421103423,https://www.transfermarkt.ch/volodymyr-kostevych/profil/spieler/208469,,Volodymyr Kostevych,Ekstraklasa,Warta Posen,1.Liga,30,"1,74 m",Ukraine,Linker Verteidiger,links,ProStar,,22.03.2023,30.06.2023,,Ukraine U21,7,0,400 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,"1,50 Mio. €",29.06.2019,,,,,http://www.instagram.com/kostevych_8/,,,,,,,,,,,,,,,,
Polen,20230421103440,https://www.transfermarkt.ch/maciej-zurawski/profil/spieler/454388,6,Maciej Zurawski,Ekstraklasa,Warta Posen,1.Liga,22,"1,84 m",Polen,Defensives Mittelfeld,rechts,F-MG.COM,,20.07.2022,30.06.2024,,Polen U21,5,1,700 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,700 Tsd. €,29.09.2022,52,50,,21,,,,,25,"1,60",4,3,-,11,14,2,-,-,-,303',1.211'
Polen,20230421103455,https://www.transfermarkt.ch/niilo-maenpaa/profil/spieler/322997,8,Niilo Mäenpää,Ekstraklasa,Warta Posen,1.Liga,25,"1,80 m",Finnland,Defensives Mittelfeld,rechts,SEG,,01.01.2022,30.06.2024,Finnland,,3,0,600 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,600 Tsd. €,30.03.2023,57,53,,6,,,,,25,"1,48",-,2,-,9,13,2,1,-,-,-,1.335'
Polen,20230421103512,https://www.transfermarkt.ch/mateusz-kupczak/profil/spieler/237523,21,Mateusz Kupczak,Ekstraklasa,Warta Posen,1.Liga,31,"1,87 m",Polen,Defensives Mittelfeld,rechts,ELITE GROUP,,17.07.2019,30.06.2024,,Polen U21,2,0,350 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,400 Tsd. €,21.05.2021,39,42,,3,,,,,14,"1,57",-,1,-,3,2,2,-,-,-,-,1.066'
Polen,20230421103525,https://www.transfermarkt.ch/michal-kopczynski/profil/spieler/235977,15,Michal Kopczynski,Ekstraklasa,Warta Posen,1.Liga,30,"1,80 m",Polen,Defensives Mittelfeld,beidfüßig,TBSA,,20.08.2020,30.06.2024,,Polen U20,0,0,300 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,500 Tsd. €,05.07.2017,57,57,,3,http://www.instagram.com/kopa_22/,,,,23,"1,48",1,-,-,7,9,3,-,-,1,1.442',1.442'
Polen,20230421103539,https://www.transfermarkt.ch/nikolas-korzeniecki/profil/spieler/658155,26,Nikolas Korzeniecki,Ekstraklasa,Warta Posen,1.Liga,21,"1,86 m",Polen,Defensives Mittelfeld,,FairSport,,25.01.2023,30.06.2023,,,,,50 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,100 Tsd. €,30.06.2021,0,0,,0,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Polen,20230421103606,https://www.transfermarkt.ch/jakub-paszkowski/profil/spieler/1038750,25,Jakub Paszkowski,Ekstraklasa,Warta Posen,1.Liga,16,"1,78 m",Polen,Defensives Mittelfeld,,,,29.07.2022,-,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,29.09.2022,0,0,,0,,,,,1,"3,00",-,-,-,1,-,-,-,-,-,-,3'
Polen,20230421103632,https://www.transfermarkt.ch/jan-grzesik/profil/spieler/264278,2,Jan Grzesik,Ekstraklasa,Warta Posen,1.Liga,28,"1,78 m",Polen,Rechtes Mittelfeld,rechts,FBG,,24.08.2020,30.06.2023,,,,,700 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,700 Tsd. €,16.11.2022,86,87,,21,,,,,25,"1,40",3,4,-,1,-,4,-,-,-,729',2.188'
Polen,20230421103652,https://www.transfermarkt.ch/konrad-matuszewski/profil/spieler/401599,22,Konrad Matuszewski,Ekstraklasa,Warta Posen,1.Liga,21,"1,82 m",Polen,Linkes Mittelfeld,links,KFM,,15.07.2021,30.06.2024,,Polen U20,1,0,550 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,550 Tsd. €,16.11.2022,79,74,,15,,,,,25,"1,36",-,5,-,3,14,2,-,-,-,-,1.853'
Polen,20230421103705,https://www.transfermarkt.ch/jakub-kielb/profil/spieler/181119,3,Jakub Kielb,Ekstraklasa,Warta Posen,1.Liga,29,"1,76 m",Polen,Linkes Mittelfeld,links,ELITE GROUP,,29.07.2016,30.06.2024,,Polen U20,1,0,300 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,450 Tsd. €,14.06.2022,25,29,,3,,,,,16,"1,44",-,1,-,9,7,1,-,-,-,-,730'
Polen,20230421103719,https://www.transfermarkt.ch/kajetan-szmyt/profil/spieler/658730,24,Kajetan Szmyt,Ekstraklasa,Warta Posen,1.Liga,20,"1,71 m",Polen,Offensives Mittelfeld,,FBG,,12.03.2019,30.06.2025,Polen U21,,5,1,"1,00 Mio. €Letzte Änderung: 30.03.2023",Mio. €,Letzte Änderung: 30.03.2023,"1,00 Mio. €",30.03.2023,46,51,,15,,,,,25,"1,60",2,3,-,12,8,4,-,-,-,642',1.284'
Polen,20230421103734,https://www.transfermarkt.ch/miguel-luis/profil/spieler/357161,16,Miguel Luís,Ekstraklasa,Warta Posen,1.Liga,24,"1,78 m",Portugal,Offensives Mittelfeld,rechts,MC Striker,,27.07.2022,30.06.2025,,Portugal U21,6,0,600 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,"3,00 Mio. €",07.06.2019,77,71,,9,http://www.instagram.com/miguel_luis8/,,,,25,"1,64",3,-,-,5,19,2,-,-,-,558',1.673'
Polen,20230421103750,https://www.transfermarkt.ch/milosz-szczepanski/profil/spieler/321240,30,Milosz Szczepanski,Ekstraklasa,Warta Posen,1.Liga,25,"1,68 m",Polen,Offensives Mittelfeld,rechts,KFM,,20.01.2022,30.06.2023,,Polen U21,0,0,250 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,650 Tsd. €,18.08.2020,61,47,,21,,,,,23,"1,22",4,3,-,6,17,2,-,-,-,296',1.185'
Polen,20230421103809,https://www.transfermarkt.ch/stefan-savic/profil/spieler/120192,77,Stefan Savic,Ekstraklasa,Warta Posen,1.Liga,29,"1,74 m",Österreich,Offensives Mittelfeld,rechts,PPA WORLD,,26.01.2023,30.06.2023,,Österreich U19,5,1,250 Tsd. €Letzte Änderung: 15.11.2022,Tsd. €,Letzte Änderung: 15.11.2022,"1,00 Mio. €",24.06.2019,18,26,,7,,,,,9,"1,33",1,-,-,7,2,-,-,-,-,259',259'
Polen,20230421103827,https://www.transfermarkt.ch/maksymilian-lisowski/profil/spieler/927287,,Maksymilian Lisowski,Ekstraklasa,Warta Posen,1.Liga,21,"1,84 m",Polen,Offensives Mittelfeld,rechts,Matchday Football Agency,,01.07.2021,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polen,20230421103859,https://www.transfermarkt.ch/enis-destan/profil/spieler/699980,94,Enis Destan,Ekstraklasa,Warta Posen,1.Liga,20,"1,85 m",Türkei,Mittelstürmer,rechts,COMET Sports & Events,,05.08.2022,30.06.2023,Türkei U21,,12,2,900 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,"1,90 Mio. €",22.10.2021,8,14,,3,http://www.instagram.com/enisdestan/,,,,18,"1,39",1,-,-,16,2,5,-,-,-,308',308'
Polen,20230421103914,https://www.transfermarkt.ch/adam-zrelak/profil/spieler/261155,99,Adam Zrelak,Ekstraklasa,Warta Posen,1.Liga,28,"1,83 m",Slowakei,Mittelstürmer,links,YOUnited Management GmbH,,11.02.2021,30.06.2025,Slowakei,,9,3,800 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,"1,00 Mio. €",18.12.2018,89,85,,33,,,,,25,"1,52",7,4,-,-,6,4,-,-,-,305',2.133'
Polen,20230421103928,https://www.transfermarkt.ch/szymon-sarbinowski/profil/spieler/925474,17,Szymon Sarbinowski,Ekstraklasa,Warta Posen,1.Liga,19,"1,70 m",Polen,Mittelstürmer,,BMG-SPORT,,14.07.2022,-,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,29.09.2022,0,2,,0,,,,,3,"1,33",-,-,-,3,-,-,-,-,-,-,50'
Polen,20230421103951,https://www.transfermarkt.ch/wiktor-kaminski/profil/spieler/702690,97,Wiktor Kaminski,Ekstraklasa,Warta Posen,1.Liga,19,"1,82 m",Polen,Mittelstürmer,rechts,MVP United,,22.02.2023,31.12.2025,Polen U18,,4,1,,,,25 Tsd. €,31.12.2021,0,0,,0,,,,,,,,,,,,,,,,,
Polen,20230421104014,https://www.transfermarkt.ch/frantisek-plach/profil/spieler/404345,26,Frantisek Plach,Ekstraklasa,Piast Gliwice,1.Liga,31,"1,92 m",Slowakei,Torwart,links,SBM,,10.01.2018,30.06.2026,Slowakei,,1,0,600 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,"1,20 Mio. €",14.06.2022,100,100,0,,,,27,8,28,"1,39",-,,-,-,-,2,-,-,,,2.520'
Polen,20230421104028,https://www.transfermarkt.ch/karol-szymanski/profil/spieler/266269,33,Karol Szymanski,Ekstraklasa,Piast Gliwice,1.Liga,29,"1,92 m",Polen,Torwart,rechts,FootballGoal.eu,,01.08.2020,30.06.2024,,,,,100 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,200 Tsd. €,29.06.2019,0,0,0,,,,-,-,-,-,-,,-,-,-,-,-,-,,,-
Polen,20230421104049,https://www.transfermarkt.ch/bartlomiej-jelonek/profil/spieler/1033044,12,Bartlomiej Jelonek,Ekstraklasa,Piast Gliwice,1.Liga,21,"1,88 m",Polen,Torwart,,FutNat.com,,14.07.2022,30.06.2023,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,29.09.2022,0,0,0,,,,-,-,-,-,-,,-,-,-,-,-,-,,,-
Polen,20230421104113,https://www.transfermarkt.ch/ariel-mosor/profil/spieler/554288,2,Ariel Mosor,Ekstraklasa,Piast Gliwice,1.Liga,20,"1,82 m",Polen,Innenverteidiger,,Familienangehörige,,01.07.2021,30.06.2024,Polen U21,,9,0,"1,50 Mio. €Letzte Änderung: 16.11.2022",Mio. €,Letzte Änderung: 16.11.2022,"1,50 Mio. €",29.09.2022,82,82,,3,,,,,23,"1,61",-,1,-,-,-,2,-,1,-,-,2.070'
Polen,20230421104135,https://www.transfermarkt.ch/jakub-czerwinski/profil/spieler/143282,4,Jakub Czerwinski,Ekstraklasa,Piast Gliwice,1.Liga,31,"1,83 m",Polen,Innenverteidiger,beidfüßig,box2box Football Agency,,01.07.2018,30.06.2024,,Polen U20,0,0,400 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,850 Tsd. €,29.06.2019,96,95,,3,http://www.instagram.com/jczerwo/,,,,27,"1,33",1,-,1,-,1,5,-,-,-,2.385',2.385'
Polen,20230421104149,https://www.transfermarkt.ch/constantin-reiner/profil/spieler/286643,37,Constantin Reiner,Ekstraklasa,Piast Gliwice,1.Liga,25,"1,97 m",Österreich,Innenverteidiger,rechts,More than Sport GmbH,,17.01.2022,30.06.2025,,,,,400 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,500 Tsd. €,29.09.2022,39,37,,7,,,,,12,"1,00",2,-,-,1,2,4,-,-,-,470',940'
Polen,20230421104210,https://www.transfermarkt.ch/tomas-huk/profil/spieler/181612,5,Tomas Huk,Ekstraklasa,Piast Gliwice,1.Liga,28,"1,84 m",Slowakei,Innenverteidiger,rechts,"JM Management,s.r.o.",,01.07.2019,30.06.2025,,Slowakei,2,0,350 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,900 Tsd. €,14.06.2022,4,4,,0,,,,,1,"0,00",-,-,-,-,-,1,-,-,-,-,90'
Polen,20230421104226,https://www.transfermarkt.ch/miguel-munoz/profil/spieler/510963,3,Miguel Muñoz,Ekstraklasa,Piast Gliwice,1.Liga,26,"1,82 m",Spanien,Innenverteidiger,rechts,Roalza,,01.07.2021,30.06.2024,,,,,100 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,200 Tsd. €,19.02.2019,11,13,,0,,,,,4,"1,50",-,-,-,1,-,1,-,-,-,-,314'
Polen,20230421104245,https://www.transfermarkt.ch/alexandros-katranis/profil/spieler/324341,98,Alexandros Katranis,Ekstraklasa,Piast Gliwice,1.Liga,24,"1,74 m",Griechenland,Linker Verteidiger,links,SBM,,01.09.2021,30.06.2024,,Griechenland U21,18,1,500 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,"1,60 Mio. €",21.05.2021,82,78,,3,,,,,25,"1,40",-,1,-,2,9,7,-,-,-,-,1.977'
Polen,20230421104259,https://www.transfermarkt.ch/jakub-holubek/profil/spieler/192731,14,Jakub Holubek,Ekstraklasa,Piast Gliwice,1.Liga,32,"1,80 m",Slowakei,Linker Verteidiger,links,Fortitude Player Management,,01.07.2019,30.06.2024,,Slowakei,10,0,200 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,600 Tsd. €,22.06.2014,21,27,,0,http://www.instagram.com/holub14/,,,,19,"1,42",-,-,-,13,2,-,-,-,-,-,681'
Polen,20230421104313,https://www.transfermarkt.ch/arkadiusz-pyrka/profil/spieler/599733,77,Arkadiusz Pyrka,Ekstraklasa,Piast Gliwice,1.Liga,20,"1,77 m",Polen,Rechter Verteidiger,,Profus Management,,04.08.2020,30.06.2024,Polen U21,,2,0,"1,00 Mio. €Letzte Änderung: 30.03.2023",Mio. €,Letzte Änderung: 30.03.2023,"1,00 Mio. €",31.12.2021,82,74,,3,,,,,27,"1,44",-,1,-,4,11,2,-,-,-,-,1.868'
Polen,20230421104327,https://www.transfermarkt.ch/tomasz-mokwa/profil/spieler/266250,22,Tomasz Mokwa,Ekstraklasa,Piast Gliwice,1.Liga,30,"1,81 m",Polen,Rechter Verteidiger,rechts,11-Football Players,,08.08.2018,30.06.2023,,Polen U18,0,0,100 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,300 Tsd. €,10.01.2016,29,30,,0,,,,,9,"0,78",-,-,-,1,1,-,-,-,-,-,760'
Polen,20230421104342,https://www.transfermarkt.ch/piotr-liszewski/profil/spieler/1069370,25,Piotr Liszewski,Ekstraklasa,Piast Gliwice,1.Liga,18,"1,84 m",Polen,Rechter Verteidiger,,ProSport Manager,,07.10.2022,30.06.2025,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,16.11.2022,0,0,,0,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Polen,20230421104405,https://www.transfermarkt.ch/patryk-dziczek/profil/spieler/289165,16,Patryk Dziczek,Ekstraklasa,Piast Gliwice,1.Liga,25,"1,82 m",Polen,Defensives Mittelfeld,rechts,BMG-SPORT,Nike,31.08.2022,30.06.2025,,Polen,0,0,600 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,"2,00 Mio. €",29.06.2019,68,70,,16,http://www.instagram.com/patrykdziczek/,,,,19,"1,37",3,1,-,4,2,7,-,1,3,465',1.394'
Polen,20230421104418,https://www.transfermarkt.ch/michal-kaput/profil/spieler/385759,28,Michal Kaput,Ekstraklasa,Piast Gliwice,1.Liga,25,"1,85 m",Polen,Defensives Mittelfeld,beidfüßig,Profus Management,,05.01.2022,30.06.2025,,,,,300 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,600 Tsd. €,31.12.2021,11,13,,3,,,,,16,"1,31",-,1,-,13,3,1,-,-,-,-,331'
Polen,20230421104437,https://www.transfermarkt.ch/szczepan-mucha/profil/spieler/726397,23,Szczepan Mucha,Ekstraklasa,Piast Gliwice,1.Liga,19,"1,73 m",Polen,Defensives Mittelfeld,,BMG-SPORT,,01.01.2023,30.06.2026,Polen U19,,9,1,150 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,150 Tsd. €,30.03.2023,0,0,,0,,,,,2,"3,00",-,-,-,2,-,-,-,-,-,-,-
Polen,20230421104454,https://www.transfermarkt.ch/tom-hateley/profil/spieler/78648,24,Tom Hateley,Ekstraklasa,Piast Gliwice,1.Liga,33,"1,81 m",England,Defensives Mittelfeld,rechts,SBM,,11.10.2021,30.06.2023,,,,,150 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,700 Tsd. €,20.07.2012,57,58,,0,,,,,26,"1,38",-,-,-,10,7,3,-,-,-,-,1.456'
Polen,20230421104518,https://www.transfermarkt.ch/bartosz-luczak/profil/spieler/1006682,47,Bartosz Luczak,Ekstraklasa,Piast Gliwice,1.Liga,20,"1,82 m",Polen,Defensives Mittelfeld,,,,15.04.2022,30.06.2023,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,14.06.2022,0,0,,0,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Polen,20230421104541,https://www.transfermarkt.ch/grzegorz-tomasiewicz/profil/spieler/240458,20,Grzegorz Tomasiewicz,Ekstraklasa,Piast Gliwice,1.Liga,26,"1,69 m",Polen,Zentrales Mittelfeld,beidfüßig,box2box Football Agency,,01.07.2022,30.06.2024,,Polen U20,2,1,600 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,800 Tsd. €,07.04.2022,93,88,,13,,,,,27,"1,41",2,2,-,1,15,6,-,-,-,1.106',2.212'
Polen,20230421104558,https://www.transfermarkt.ch/jakub-niedbala/profil/spieler/581899,67,Jakub Niedbala,Ekstraklasa,Piast Gliwice,1.Liga,19,"1,81 m",Polen,Zentrales Mittelfeld,beidfüßig,INNfootball,,15.04.2022,30.06.2024,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,14.06.2022,,,,,,,,,,,,,,,,,,,,,
Polen,20230421104617,https://www.transfermarkt.ch/michal-chrapek/profil/spieler/117683,6,Michal Chrapek,Ekstraklasa,Piast Gliwice,1.Liga,31,"1,75 m",Polen,Offensives Mittelfeld,rechts,,,10.10.2020,30.06.2023,,Polen U21,12,2,500 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,"1,20 Mio. €",30.06.2014,86,79,,20,,,,,25,"1,52",2,4,-,1,14,7,-,-,-,991',1.981'
Polen,20230421104632,https://www.transfermarkt.ch/jorge-felix/profil/spieler/251930,7,Jorge Félix,Ekstraklasa,Piast Gliwice,1.Liga,31,"1,75 m",Spanien,Offensives Mittelfeld,rechts,Emartsoccer,,02.08.2022,30.06.2024,,,,,350 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,"2,00 Mio. €",25.08.2020,46,53,,10,http://www.instagram.com/jorgefelix_22/,,,,23,"1,52",3,-,-,11,6,1,-,-,-,417',1.251'
Polen,20230421104654,https://www.transfermarkt.ch/tihomir-kostadinov/profil/spieler/339510,96,Tihomir Kostadinov,Ekstraklasa,Piast Gliwice,1.Liga,27,"1,79 m",Nordmazedonien,Offensives Mittelfeld,rechts,"JM Management,s.r.o.",,01.01.2022,30.06.2025,,Nordmazedonien,19,0,350 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,500 Tsd. €,15.12.2019,,,,,,KreuzbandverletzungRückkehr unbekannt,,,,,,,,,,,,,,,
Polen,20230421104708,https://www.transfermarkt.ch/oskar-lesniak/profil/spieler/1032923,30,Oskar Lesniak,Ekstraklasa,Piast Gliwice,1.Liga,18,"1,76 m",Polen,Offensives Mittelfeld,,,,01.07.2022,30.06.2025,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,29.09.2022,0,0,,0,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Polen,20230421104733,https://www.transfermarkt.ch/michael-ameyaw/profil/spieler/528414,19,Michael Ameyaw,Ekstraklasa,Piast Gliwice,1.Liga,22,"1,76 m",Polen,Linksaußen,rechts,UNIDOS,,01.07.2021,30.06.2024,,,,,350 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,350 Tsd. €,16.11.2022,39,42,,13,,,,,22,"1,55",2,2,-,11,7,3,-,-,-,530',1.060'
Polen,20230421104752,https://www.transfermarkt.ch/damian-kadzior/profil/spieler/199299,92,Damian Kadzior,Ekstraklasa,Piast Gliwice,1.Liga,30,"1,74 m",Polen,Rechtsaußen,links,Profus Management,Nike,19.07.2021,30.06.2025,,Polen,6,1,"1,00 Mio. €Letzte Änderung: 30.03.2023",Mio. €,Letzte Änderung: 30.03.2023,"3,50 Mio. €",27.07.2020,61,60,,33,http://www.instagram.com/damiankadzior/,VerstauchungRückkehr unbekannt,,,21,"1,38",3,7,-,4,10,3,-,-,-,501',1.503'
Polen,20230421104803,https://www.transfermarkt.ch/kamil-wilczek/profil/spieler/78590,18,Kamil Wilczek,Ekstraklasa,Piast Gliwice,1.Liga,35,"1,85 m",Polen,Mittelstürmer,links,FairSport,New Balance,31.01.2022,30.06.2024,,Polen,3,0,400 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,"1,70 Mio. €",22.12.2019,75,73,,27,http://www.instagram.com/kamilwilczek/,,,,24,"1,38",8,-,-,3,8,2,-,-,-,230',1.840'
